content,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"@Hephaestus451 So as of right now, masks are an acceptable form of protection when it comes to asymptomatic carriers... but what? As soon as they come out with this vaccine passport, a mask alone is no longer acceptable? How does that make any sense?",0,0,0,0,0,0,0,0,0,0,0,1
"Pfizer on the left, Oxford AZ on the right. Don't be tempted to get the Covid Beetlejuice folks; you'll regret it.",1,0,0,0,0,0,0,0,0,0,0,0
"@EmeraldRobinson I don’t think there’s any conspiracy here, just a bunch of money hungry pharmaceutical companies, and it’s even *probably* safe. That said, this is the first ever mRNA vaccine -approved with minimal testing in record time. Almost no human testing on any mRNA vaccine, ever.",0,0,0,0,0,0,1,0,0,0,0,0
"@FennedoxZiggy It is the same all around Europe, minor variations in age distribution etc. We've been all fucked by Pfizer and the rest... I had a surgery in the past, my heart is weaker than my mom's and yet no vaccine for me",0,0,1,0,0,0,0,0,0,0,0,0
He’s served his purpose ... getting #UK to buy corrupt #Pfizer’s fake vaccine. How much is UK paying per dose? Anyone know?,0,0,1,0,0,0,0,0,0,0,0,0
"#VAERS 63y♀️#Pfizer #Covidvaccine #neurology #encephalitis ""The patient was hospitalized for the events ""fever then inability to walk and confused, disorientation after 5 days from booster Pfizer vaccine, Bickerstaff brainstem encephalitis and fatigue"""" https://t.co/nGx9BupbQx",0,0,0,0,0,0,0,0,1,0,0,0
"@agenda212030 And then it went on to praise the explicitly experimental Pfizer vaccine. Propaganda has gone to another level, and the public is being force fed info to get them to submit to a horrible “vaccine”",0,1,0,0,0,0,1,0,0,0,0,0
If u don’t need 2 wear a 😷 u don’t need the vaccine. #mondaythoughts #MondayMorning #CovidVaccine https://t.co/dYyf02Nk3j,0,0,0,0,0,0,0,0,0,0,0,1
@NotAlexSheppard Vaccine death rate might be more scary than virus death rate,0,0,0,0,0,0,0,0,1,0,0,0
"@jvgraz The first two corona vaccines made things worse for the people who got them (decades ago). There are no approved vaccines for any human corona virus (there are some animal ones, not a good reason to try after two human failures when diseases were mild). 1976 swine flu vaccine.",1,0,0,0,0,0,0,0,1,1,0,0
@ildfluer @OBAHIANO4 @TelGlobalHealth @niccijsmith No! You get locked down because Boris Johnson & co choose to do so. Nothing to do with people who have & hadn’t had the vaccine Deaths are zero! This says no lockdown. If the govt decide otherwise you only have them to blame!,0,0,0,0,0,0,0,0,1,0,0,0
"@PatPenn2 That’s right! Unfortunately, I think some have sold out for money. I used to get flu vaccines from work. They never disclose what is in them when you get vaccinated! I saw the label for Astra-Zeneca’s. Recombinant. Looks like DNA? I have enough of my own, thanks!",0,0,0,1,0,0,0,1,0,0,0,0
"@MaxVander11 @MagdaSzubanski 8 months?  QLD Premier just said it coukd be years.  And given there has NEVER been an effective vaccine for a covid type virus, both estimates seem optimistic.  The country will collapse before then.",0,0,0,0,0,0,0,0,0,1,0,0
"@spirit_llama Just curious... Do you think compliance would go up much?  ""Mandatory vaccination"", reminds me a bit of ""hard drug laws, as a deterrent""... The person already knows they might die (if the science is accurate), how much worse do you think jail is?",0,1,0,0,0,0,0,0,0,0,0,0
"“Organisations invested in vaccines make money from vaccines. People who acquire natural immunity have less/no need for a vaccine. If people are locked in their homes, they have less chance of acquiring natural immunity.” #vaccine #SAGE #COVID #Pfizer https://t.co/SKMegyUF3b",1,0,1,0,0,0,0,0,0,0,0,0
@MzwaneleManyi @Strika_4SG I don't believe in the Science behind Covid19. Masks are more harmful to the brain and immune system. Sanitizers damage skins. Lockdowns cause starvation and depression Covid19 Vaccines are more dangerous spiritually and physically. Mandatory masks and vaccination is an evil act. https://t.co/0HsfbQf7C6,0,1,0,0,0,0,0,0,1,0,0,0
"@mj196410 yes. i can appreciate that not trying to be judgemental at all, it's just that people don't seem to be investing much effort into investigating simple, easily accessible truths about such things as this experimental 'vaccine' and, as a species, we forgive ourselves too quickly",0,0,0,0,0,0,0,0,0,0,0,1
"The Moderna vaccine was developed in China. Interesting?! We heard it was developed along with the China virus, by Gates and Fauci; and, that it was available some time ago. Interesting?!",0,0,1,1,0,0,0,0,0,0,0,0
@MattHancock @imperialcollege So the college that lied about the amount of deaths there would be from covid receives 40m so far in a search of a vaccine? We are having the piss taken out of us and you're not even trying to hide it. In fact I think you might be enjoying these silly games.,0,0,1,0,0,0,0,0,0,0,0,0
The same people who intentionally killed your grandma via throwing infected COVID patients into their homes will be the first people demanding mandatory vaccines. Stop voting for people who want you dead. Kthanks.,0,1,0,0,0,0,0,0,0,0,0,0
@RealMusicHype Its time to expose the Truth about Covid 19 and all the Pending Mandatory Vaccines!  https://t.co/Qu6Wzstz3O  https://t.co/tuTkwT4qsv,0,1,0,0,0,0,0,0,0,0,0,0
"The Covid-19 Vaccine Should Be Tested On Politicians First. If They Survive, The Vaccine Is Safe. If They Don't, The Country Is Safe.😊😉",0,0,0,0,1,0,0,0,0,0,0,0
"No way will I consider having this, some rushed out vaccine that no one is aware of the side effects of, sod that   https://t.co/gwRFDhz0ZP",0,0,0,0,0,0,1,0,1,0,0,0
"@hannahforest @nffcalways1 @JustSteve68 I'm not hopeful on that front, never been a vaccine for any corona virus, sars 1 still no vaccine a decade on.",0,0,0,0,0,0,0,0,0,1,0,0
"This is totally uncalled for to kill off that many shark's. 500,000 sharks could be killed for a COVID-19 vaccine https://t.co/yKQcgINuo6",0,0,0,0,0,0,0,1,0,0,0,0
@LBC @DavidLammy my brother is very ill after his Oxford vaccine this is a scandal being hushed up?,0,0,0,0,0,0,0,0,1,0,0,0
"@TrumpCritic @Tartonmoth1 Double jab effectiveness is supposed to be very good, comparative with Pfizer. More ""real field"" data will tell us the truth. Another variable we are missing is which jab was administered to the double vaxxed who die, but they probably won't publish that.",0,0,0,0,0,0,1,0,1,0,0,0
"@KevinStine @gronke @PDXCityClub @RepBSW Conspiracy theory? I think not. Look at which groups are driving the shut down/reopen policies, and vaccine distribution in OR, which falls outside cdc recommendations & then cross compare to orestar....it's enlightening.",0,0,0,0,0,0,0,0,0,0,0,1
💉Deadly blood clots have stopped completely since the under-40s were advised not to have the AstraZeneca Covid vaccine https://t.co/jR50s9wQvy,0,0,0,0,0,0,0,0,1,0,0,0
"Health care worker dies after second dose of COVID vaccine. 'The message is, be safe, take the vaccine — but the officials need to do more research. We need to know the cause,' said the wife of #TimZook. RIP #PfizerVaccine #SantaAna https://t.co/58w75Mlms7",0,0,0,0,0,0,1,0,1,0,0,0
"If the vulnerable have had #covid19 'vaccine' (2doses), they are 'protected' from a virus with a +99% survival rate. It's 0.00005% risk to children and 0.1% risk to a healthy 65y.o. To insist healthy 'unvaccinated' people should face restrictions is abhorrent. #NoVaccinePassports",1,0,0,0,0,0,0,0,0,0,0,0
"@armzeee @BillGates @Trevornoah He has investments in vaccines, has a patent on the Corona vaccine, predicts pandemics, creates the pandemic, makes people fear them and sells vaccines and makes a profit off them. Perfect crime 👌 he should disclose his investments if he is going to tweet about pandemic 24/7",0,0,1,1,0,0,0,0,0,0,0,0
@michaelberry @thepatriotgirl1 We’re supposed to believe fact checker when we all found out they was lying about everything don’t forget the guy that used to work for Pfizer did a video weeks ago talking about this vaccine that he was already working on a couple years ago and it does cause sterilization,0,0,0,0,0,0,0,0,1,0,0,0
@va_shiva Dr Judy Mikovits PHD Fired Jailed Broke For Proof of #Vaccine Injuries by the Government In her research she was able to show how #25MILLION #Americans WERE #INFECTED FROM #VIRUSES THAT CAME OUT OF #LABS INTO #HUMANS BY #CONTAMINATED #BLOOD IN #VACCINES! https://t.co/uBOyQMwxFE,0,0,0,0,0,0,0,0,1,0,0,0
"@gary_robertson only 16 people had died of Covid in Gibraltar, then the vaccine arrived, within 10 days 53 people had died ‘of Covid’",0,0,0,0,0,0,0,0,1,0,0,0
Sean Hannity touting fast tracked vaccine for Corona like its a good thing,0,0,0,0,0,0,1,0,0,0,0,0
Concern over #Pfizer vaccine as Portuguese nurse dies suddenly after receiving jab https://t.co/PeX0Ru6Vuo,0,0,0,0,0,0,0,0,1,0,0,0
"@CBSEveningNews @CBSNewsPress @NorahODonnell @BillGates Well Bill G. Welcome to the Pandemic, let's see you're not an infectious disease doctor, but you do have huge investments with Big Pharma, you also invested billions in Africa for HIV and Malaria, when Bill gets his vaccine for Covid 19, he's got Africa and the rest of  the world",0,0,1,0,0,0,0,0,0,0,0,0
Pfizer Scientist: Natural Immunity Is Better Than the COVID Vaccine • Children's Health Defense https://t.co/5Lc4T3rZ9J,1,0,0,0,0,0,0,0,0,0,0,0
"@scepticalmonk @LozzaFox Well it’s like this Spanner, not everyone has had their vaccine yet, let alone had both. My friend, no health issues, not had vaccine yet, is in hospital extremely ill. On intravenous antibiotics, steroids and oxygen. It doesn’t discriminate!",0,0,0,0,0,0,0,0,1,0,0,0
#Novaccines #Nomasks #Plandemic With this latest deal I make that around 300m doses from at least 4 big pharma co's for a population of 66m. WTF is going on ? UK strikes deal for 5m doses of Moderna vaccine found to be 94% effective https://t.co/I2Mgk52AUX Sent via @updayUK,0,0,1,0,0,0,0,0,0,1,0,0
I think that if these vaccines are safe they should not be exempt from legal redress if anyone experiences the opposite. Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks https://t.co/pOkU78mG8l,0,0,0,0,0,0,0,0,1,0,0,0
"@BorisJohnson medical killer https://t.co/Q5h9DisypF The most significant, totally predictable and a void full medical killer is a Covid vaccination. https://t.co/jCe4JtBHCk",0,0,0,0,0,0,0,0,1,0,0,0
"@Melissa5857 @BorisJohnson No he’s the worst and has no backbone, how can anyone consider having a vaccine passport when it clearly goes against our freedoms as individuals",0,1,0,0,0,0,0,0,0,0,0,0
@ChestnutPhil @uTobian I assume antibody dependent enhancement. Real risk with these vaccines. It can cause serious illness and death. I suspect this vaccine side effect is neurological on the basis that the oxford vaccine pause was for MS and TVM.,0,0,0,0,0,0,0,0,1,0,0,0
"Jesus Christ, the Moderna vaccine needs to be frozen during transportation. That ""vaccine"" is a total scam and won't be able to distributed effectively. With Trump, it is just one scam after the other.",0,0,0,0,1,0,0,0,0,0,0,0
"@DrEricDing The main reason that folks are uneasy about the vaccine is it’s speedy production. Please explain how the meds/vaccines for MS (&other conditions) proteins after years of work, evolution, tested effective combatants to COVID-19.",0,0,0,0,0,0,1,0,0,0,0,0
"I have eczema and how much desonide I need is your fault, you know you ruined my life when I came back from Brazil with that vaccine and then I burned myself with hot coffee and you gave me a cream and didn’t even call me and ask me if I was okay !   You are my doctor , my nurse",0,0,0,0,0,0,0,0,1,0,0,0
"@Morcia So sad. There is a link to the vaccine, as they openly say in Norway where they've paused Astrazeneca. It's very rare, but affects healthy women under the age of 60.",0,0,0,0,0,0,0,0,1,0,0,0
"@GovMikeDeWine Time to let it go, Mike. Your constituents are worn out on this Covid B.S. The longer you drag this out, the less support you'll have. Even healthcare workers don't want the vaccine! Please stop with the overreaching! You don't have that kind of power!",0,0,0,0,1,0,0,0,0,0,0,0
@WHO The WHO faked a pandemic in 2009 to make billions from selling vaccines. There are members invested in pharmaceutical companies. Moderna had first clinical batch ready in January of this year. https://t.co/C1G3tgotx9,0,0,1,0,0,0,0,0,0,0,0,0
"One wonders how many Palestinians know that they'll be volunteering to take an ""investigational vaccine"" @US_FDA as yet ""unapproved and unlicensed"" @US_FDA @pfizer AND which Big Pharma has ZERO liability for?🤔 https://t.co/YfdRPfBOLj",0,0,0,0,0,0,1,0,0,0,0,0
"A #HealthcareWorker in #Oregon was hospitalized after suffering a severe allergic reaction to #Moderna’s #Vaccine for the #CCPVirus. According to the @US_FDA, there is “a remote chance” that @Moderna_TX's vaccine could cause a severe allergic reaction. https://t.co/Yav3zckqZf",0,0,0,0,0,0,0,0,1,0,0,0
"What people see is Moderna leadership getting rich quick off vaccines that are being rushed through and skipping crucial safety checks. There's no evidence whatsoever right now that the company's novel vaccine will actually work, let alone be safe",0,0,1,0,0,0,1,0,0,0,0,0
".@iancollinsuk ""its safe"" another pro untested vaccine advocate on Talk Radio (the blog I read is https://t.co/m5rELqjCTA data not published or peer reviewed until 2023) It's not a theory if pfizer have previously been caught doing it https://t.co/1lskMw9WTn",0,0,0,0,0,0,1,0,0,0,0,0
@ang__johnson Refused mine saying there is no polite way to tell them to stick the vaccine where the sun doesn’t shine,0,1,0,0,0,0,0,0,0,0,0,0
"“The doctors in India are asking the politicians to take the vaccine first, most don't trust the vaccine”. Quite right:That’s a smart &intelligent approach to it all! We say - let the queen of England have the vaccine first, b4 ordering 350 million fm Pfizer costing £5billion!!",0,0,0,0,0,1,0,0,0,0,0,0
How corona if there can be stopped by Night curfew ?? Haven't the  vaccine mafia paid corona to not attack at night? @PMOIndia @narendramodi @HMOIndia @AmitShah @ChouhanShivraj @vijayrupanibjp Jai Bharat Mata @RSSorg it's time to fight fund raiser failed vaccine mafia,0,0,1,0,0,0,0,0,0,0,0,0
guys don’t get the covid vaccine look at what is happenig to m. e https://t.co/1BxiNabG1e,0,0,0,0,0,0,0,0,0,0,0,1
"Doctors have vowed to defy the Government’s new Pfizer vaccine strategy, warning they will not take part in such a “huge gamble.” https://t.co/rL3I1oSnel",0,0,0,0,1,0,0,0,0,0,0,0
@adamseconomics Would you take the vaccine after seeing this? AstraZeneca/Oxford’s vaccine also contains nanomaterials https://t.co/H96RZSQrrK https://t.co/nFu3rHE3Zg,0,0,0,0,0,0,0,1,0,0,0,0
"@RepThomasMassie @cookespring Mandating a Covid vaccine to all citizens is pure unadulterated fascist totalitarianism. Citizens should mandate public verified vaccinations first to Bill Gates, Fauci and all those who are profiting billions from this DNA altering, untested, Frankensteinian vaccination.",0,0,1,0,0,0,0,0,0,0,0,0
"@TrustThePlan_ Facui let HIV kill millions, if you make vaccines out of bits of animals of course humans will catch animal diseases like covid",0,0,0,0,0,0,0,1,0,0,0,0
Lola was very unhappy going to the vet to get her rabies shot. She’s an anti-vaxxer. 🤣 #dogsoftwitter #antivaxxer  https://t.co/GF6qUwtGhd,0,0,0,0,0,0,0,0,0,0,0,1
@drmikenz I have been asked to empty my -80C freezer for the storage of the Pfizer/BioNrech vaccine. I am already part of the conspiracy and the medical/industrial complex.,0,0,1,0,0,0,0,0,0,0,0,0
"Imagine murdering your wife and still getting the vaccine ahead of my successful, elderly  philanthropic parents who’ve devoted their entire life’s earnings to their church and their community. Ask me again why my Mom is refusing the vaccine.",0,0,0,0,0,0,0,0,0,0,0,1
@ivyleaf_3 @SwizzleSister @theage No evidence any #CovidVaccine prevents viral retransmission so mandated vaccination is for appearances not for science.,0,0,0,0,0,0,0,0,0,1,0,0
First the UK said they had no blood clotting incidents during their vaccine rollout. Then they later admitted 30 odd cases. Now they're admitting 7 deaths due to it. Why the initial deceit? Seven UK recipients of Oxford jab reported dead after clotting https://t.co/JJDdRA0b5B,0,0,0,0,0,0,0,0,1,0,0,0
"@edstetzer Ed, to be fair, we all know it's only the Russian vaccine that ends up tattooing 666 on one's forehead. You know, Gog and Magog and all that, which, in translation is (I'm told), ""Gates and Putin for the Win!""",0,0,0,1,0,1,0,0,0,0,0,0
@DoctorJanette @FoxFriendsFirst @FoxNews @jillianmele @ToddPiro I'm so sorry I voted for @realDonaldTrump words escape me. Billions of dollars he gave to pharma so he can peddle a vaccine before we know it works? Are we guinea pigs for Trump? Does ANYONE feel safe with this @potus?,0,0,0,0,0,0,1,0,0,0,0,0
@Marechtare1 They're banning it because for them to have a mandatory vaccine there can be no other treatment. This is beginning to show us the truth about a lot of Republicans.,0,1,0,0,0,0,0,0,0,0,0,0
@Pfizer_UK @BristolUni Its a pity that the vaccine after 57 days doubly vaccinated demonstrates via blood tests that there are no Covid antibodies within the person tested so you're on to a winner with this one - your profits will rocket.,0,0,1,0,0,0,0,0,0,1,0,0
"Can someone fact-check me on this? The current Commissioner of the FDA, Scott Gottlieb, IS A FUCKING @pfizer BOARD MEMBER? So he would directly benefit from the mass distribution of his company's vaccine? So yeah I'm leaning towards waiting for Biden's appointee before I get it.",0,0,0,0,1,0,0,0,0,0,0,0
"@pcrclaims Don't ""SWALLOW"" the vaccine agenda...take ivermectin it kills propaganda as well as you know what.",1,0,0,0,0,0,0,0,0,0,0,0
(Assuming it's Pfizer)... A novel first of it's kind genetically engineered strand of synthetic mRNA messing with your immune system with no idea of long term side effects. What could possibly go wrong? Nurse Collapses on Television... https://t.co/EUvShIg7Jr via @YouTube,0,0,0,0,0,0,0,0,1,0,0,0
"@anon_a_mooseCAD @BeardTormund @LisaBBack2009 @globalnews @CHEXNewswatch The whole point was, the scared get vaccinated to protect themselves, Not me. And since it’s all about “you should protect me” , me not getting vaccinated doesn’t affect you. You’re protected remember?",1,0,0,0,0,0,0,0,0,0,0,0
"@NBCNews @NBCNewsTHINK The vaccine should not be put on the market. If someone wants it, they should be available at the doctor's office upon request. Market implies profit, which is something some people may not have the funds for.  The vaccine should not be a requirement, it should be a choice.",0,1,0,0,0,0,0,0,0,0,0,0
"I will not take a covid vaccination. Should it be forced onto me, I will force back. You can take your covid vaccine and stick it up your ass!",0,1,0,0,0,0,0,0,0,0,0,0
@MJA_Editor I would be a bit concerned about the Israeli reports of Myocarditis in young men following a Pfizer vaccine. Most were mild but some ended up in ICU. Covid in healthy young people usually is not severe. I would avoid Pfizer in young lads. https://t.co/fGWAHBTYIn,0,0,0,0,0,0,0,0,1,0,0,0
No AstraZeneca vaccine for me - if it’s not good enough for the FDA I’m not touching it either. Sad Canadians only get trash no one wants. #nspoli,0,0,0,0,0,0,0,0,0,1,0,0
"Mother, 39, with no health issues dies days after second Moderna Covid vaccine - https://t.co/F2xS3GWa5d https://t.co/iKN2sB8PzO",0,0,0,0,0,0,0,0,1,0,0,0
Keep seeing covid vaccine ads im straight ion trust it😭😩,0,0,0,0,0,0,0,0,0,0,0,1
@GregHuntMP how is work on this vaccine “progressing well”? There is no evidence provided by @AstraZeneca of efficacy yet the Australian Govt is proceeding with its deployment as if the data is in. How are Australians to trust you when you behave in this manner? Cc: @normanswan,0,0,0,0,0,0,0,0,0,1,0,0
"@Arwenstar @FreeFromTyranny Madness how easily people have been brainwashed by the scamdemic. If the vaccine these people take and believe in is so good, then whats the issue with people that havent had it , surely they are safe haha",0,0,0,1,0,0,0,0,1,0,0,0
"@Femi_Sorry Thou shouldest rather put thy mind to the assumption that the vaccines be safe. Not short term. Long term. To what has happened in animal tests with every previous attempted corona vaccine, and why today's have not been tested on animals. The future may be bleak.",0,0,0,0,0,0,1,0,1,0,0,0
"@DailyMailUK 😕 I'm confused: 💉 WITH the vaccine, we're still required to socially distance, wear masks, isolate, as we could still spread Covid. 🙊 HOW is a 'vaccine passport' a solution when even having the vaccine doesn't ""keep you safe""? 🤡 Why  do people not see through all this?",0,1,0,0,0,0,0,0,0,1,0,0
@BorisJohnson if you bring in vaccination passports then you are going to make turn a lot of law abiding citizens into criminals. I urge you to throw this idea away.,0,0,0,0,1,0,0,0,0,0,0,0
All I can think about is Fucking vaccine that my wife got.. big fuck you 🖕@pfizer,0,0,0,0,0,0,0,0,0,0,0,1
#WarRoomTownHall @WarRoomPandemic I hope you are going to address the real but truly unknown dangers of Moderna vaccine which has ability to change our DNA. It is unknown what this will do to the human genome. The one vaccine which should not be used before extensive trials.,0,0,0,0,0,0,1,0,1,0,0,0
Denmark has permanently banned the AstraZeneca Covid vaccine according to the Health Authority. The Health Authority says that clear evidence linked the vaccine to serious adverse reactions including blood clots and bleeding in patients. https://t.co/JAByxaCWln,0,0,0,0,0,0,0,0,1,0,0,0
"You mean a vaccine that will kill many of us and destroy lives with side effects, shove your vaccine where the sun doesn’t shine under no circumstances will i have it",0,0,0,0,0,0,0,0,1,0,0,0
already saw the side effects of the COVID19 vaccine and its just as bad as getting COVID19 so that makes me not want to get the vaccine sorry not sorry don't want to get sick cause ofthe vaccine's side effect from Pfizer,1,0,0,0,0,0,0,0,1,0,0,0
@ellenthoen @RemaNagarajan What no one is speaking about is how who giving clean chit to oxford vaccine is Clear conflict of interest. Most of the vaccines r funded by Melinda gates foundation https://t.co/N6Wk6mgwUS,0,0,1,0,0,0,0,0,0,0,0,0
"Apart from the 23, many others have fallen sick after getting #vaccinated. Following the unusual fatalities, a probe has been launched by #Norway. Read more: https://t.co/mW0OLaleO9 #COVID19 #Pfizer #vaccination #vaccine",0,0,0,0,0,0,0,0,1,0,0,0
"@GraWitMik @Judd3333 @damianh9 @eucopresident @POTUS My family member died three weeks after the vaccine. He had Alzheimer’s. Apparently this is common and I have asked for studies to prove this is safe for people with Alzheimer’s . There is no study, no peer reviewed research.🙈",0,0,0,0,0,0,0,0,1,0,0,0
Does Pfizer assume liability if this vaccine turns out to be as deadly as the vaccine the Gates Foundation used in Africa? Does Pfizer have any liability at all? I’ll pass!,0,0,1,0,0,0,0,0,1,0,0,0
CDC investigates death of Virginia woman who died after getting the Johnson & Johnson vaccine | Daily Mail Online https://t.co/HyuQ6Bwu8m,0,0,0,0,0,0,0,0,1,0,0,0
"Emma is a registered nurse in South Wales, and she is FRIGHTENED to death about the COVID vaccine. https://t.co/an4e0oa6M8 https://t.co/11B9xlz9it",0,0,0,0,0,0,0,0,1,0,0,0
"@FinancialReview J and J vaccine, that's one I wouldn't touch. Remember the De Puy hip replacement disgrace",0,0,0,0,0,0,0,0,0,0,0,1
"@StratManOne @ColSanjayPande BHARAT BIOTECH 17APR2017 ""Vaccine Vendors’ Greed Gone Viral""➡️ https://t.co/KU7TxEdAYi FAST TRACKED VAX WILL KILL THE ELDERLY & THOSE WITH UNDERLYING ILLNESS & COUNT THEIR DEATHS AS DUE TO AGE/DISABILITIES DO NOT ACCEPT THIS https://t.co/8nhsB6JO8S",0,0,0,0,0,0,0,0,1,0,0,0
So speaks the leader advising people to take a untested vaccine no idea what is in it. People are the Guina Pigs first time ever! How F**KING irresponsible of you. Why you will not be getting my vote! You should be charge for this one day. https://t.co/XUXFYeCoK9,0,0,0,0,0,0,1,0,0,0,0,0
"@justin_hart Are we back to asymptomatic transmission again, now from the vaccinated? Every gov restriction/recommendation ultimately destroys lives & results in deaths of people who would've been ok had they gotten the virus. The obsession w/cases is leading to many more health problems.",0,0,0,0,0,0,0,0,1,0,0,0
"@pastorlocke @RealMattCouch @SpeakerPelosi As if they’re going to take a vaccine that “trump” got pushed through on a warp speed timeline , who are they kidding! They rather die from Covid then take anything our President had a hand in",0,0,0,0,1,0,1,0,0,0,0,0
Woman is wrong!If she gets a second dose she could develop a much serious condition anaphylactic shock!if her airways close she could die despite epipen Woman will get Moderna COVID-19 vaccine second dose despite allergic reaction to first https://t.co/FTZk1YK7As #FoxNews,0,0,0,0,0,0,0,0,1,0,0,0
"@jendubayevans @glightfinancial It’s very, very important not to rush these vaccines. AstraZeneca’s pause started on Tuesday Sept 8th and continues. The pause indicates safety concerns aren’t being fluffed off, which is a good sign. I totally agree that rushing out a flawed vaccine, would be a major mistake.",0,0,0,0,0,0,1,0,0,0,0,0
"@adamfeuerstein No one of them 3 answered the question, even partially, how 2nd endpoint looks like, means, protection from INFECTION. Well, we know how it went in animal challenge for heavenly AstraZeneca",0,0,0,0,0,0,0,0,0,0,0,1
"AstraZeneca is manufacturing an epic failure with its Edsel-like #coronavirus vaccine, by @picardonhealth https://t.co/QQDDECiDD8 via @GlobeDebate #COVID19 #vaccination #RiskCommunication",0,0,0,0,0,0,0,0,0,1,0,0
@VusiSambo Covid-19 vaccine trial 8th death for Pfizer 😰😰 this trial & tested vaccine murder will perish a lot of lives,0,0,0,0,0,0,0,0,1,0,0,0
"anaphylaxis is an issue with the pfizer vaccine? that’s, like, very common. bee stings, nut allergies, etc.. seems this should’ve shown up in the research. https://t.co/dtmhayANAe",0,0,0,0,0,0,0,0,1,0,0,0
Over 20 people die after receiving Pfizer vaccine die in Norway-> https://t.co/cC3zykuNzO https://t.co/oOkMTUnkhr,0,0,0,0,0,0,0,0,1,0,0,0
"It is quite incredible that we now have a COMMUNIST UK government, deliberately destroying the economy with the Corona scam operation - & now installing the Marxist globalists' ""Great Reset"" global Police State & forced Corona poison ""vaccine"".. - and nobody even realizes it!",0,1,0,0,0,0,0,0,0,0,0,0
U.K. researchers have linked the AstraZeneca COVID-19 vaccine to the first incidences of strokes caused from blockages of major arteries in the brain. https://t.co/QujrHg3f3P,0,0,0,0,0,0,0,0,1,0,0,0
@adarpoonawalla COVID19 EVERYTHING WE TELL FISRT WORLD ALL PHARMACITICAL COMPANY LIKE OXFORD PRIFZER MODERENA SERIUM COVID19 VACCINE CLAIM WE ALRDY REJET (WE SAY WORLD VACCINE EFFECT HUMAN BODY LIKE BRAIN DAMAGE THAT HAPPEN STOP&BAN HUMAN TRAIL) WITHOUT US NO ONE GET VACCINE https://t.co/N6cLyRQ0LV,0,0,0,0,0,0,0,0,1,0,0,0
FT Confirms AstraZeneca COVID-19 Vaccine Caused Serious Spinal Issues In Test Patient https://t.co/mLmoRQj9qu,0,0,0,0,0,0,0,0,1,0,0,0
I'd rather have three root canal treatments in a row without anesthesia than take this Russian fake vaccine. https://t.co/qPWEgsyeP5,0,0,0,0,0,1,0,0,0,0,0,0
"Mutant strain ‘more deadly’ NEW study “ SUGGESTS”#Crimesagainsthumanity #VACCINE #Lies #Scaremongering #BorisJohnsonresign Why @DailyTelegraph have you got this ridiculous Daily Mail type headline. Enough now, cancelling my subscription https://t.co/ZTcnQq2TmI",0,0,0,0,0,0,0,0,1,0,0,0
"German healthcare workers got accidentally 5 times dose of the Pfizer vaccine. What a surprise, most of them have Covid symptoms. https://t.co/yTVBayfgsM A vaccine isn't a completely different miracle that just cures, it's just a modified and weakened disease.",0,0,0,0,0,0,0,0,1,0,0,0
Pfizer told the Globe that its single-dose vial version of naloxone is temporarily out because of a manufacturing issue that it's been working with the FDA. (How about Pfizer put an estimated 12-15K lives at stake because the manufacture of the vaccine was more profitable?),0,0,1,0,0,0,0,0,0,0,0,0
"@MarkMeadows GET A GRIP, FDA CHIEF! You LIED About The 35% Mortality Rate. The 35% Is The DIFFERENCE Between The HIGH Dosage & The LOW Dosage. And, There Were ZERO Placibos Involved. Trump's PUSHING The Convalescent Plasma On Us As Putin PUSHES His Vaccine On The Russian Citizens",0,0,0,0,1,0,0,0,1,0,0,0
@uTobian @HighWireTalk How much does HHS AND FAUCI have in their vaccine unicorn so far? I heard something like 400 billion yesterday.. too big to fail yes? Can’t have truth right now..,0,0,0,0,1,0,0,0,0,0,0,0
"@politicsrufc @berniespofforth You're happy to take this experimental, unlicensed 'vaccine', so that you can get on with things? Don't you see this as blackmail? Don't you realise that you'll be required to take these injectables regularly, for the rest of your life?",0,0,0,0,0,0,1,0,0,1,0,0
"@FriendsOfTucker Followers of Scientism claim to love science, but when someone questions our current understanding of a particular vaccine, they shut them down. Asking questions is how science advances. They are more anti-science than anti-vaxxers.",0,0,0,0,0,0,0,0,0,0,0,1
"@Martinpeter15 @IsabelHardman No I'm certainly not against any therapy that can bring this disaster to a swift end. But the evidence is that we could be making yet more mistakes in our panic to roll out vaccines only approved on emergency terms. The testing has been rushed, we are now playing Russian roulette",0,0,0,0,0,0,1,0,0,0,0,0
"It was take the vaccine to stop the virus, now take the vaccine to go about everyday life.i will not take this https://t.co/VKqPsPB499 not get excited about Monday a year ago we were free! Remember that.",0,1,0,0,0,0,0,0,0,0,0,0
"@RadCentrism Don’t worry, I’m sure our benevolent pharmaceutical giants will come up with an mRNA vaccine to eradicate HIV once and for all Now, time to take a big sip out of my “I love Johnson & Johnson” coffee mug and read old news: https://t.co/SEUTvVIfTO",0,0,1,0,0,0,0,0,0,0,0,0
In Italy real scientists give interviews to the press without fear of gov reprisals. Most likely no vaccine for years. Serious negative reaction to Oxford vaccine in ph 3 due to cutting corners should have been found in ph 1. Quarantine should be 7 days. https://t.co/FkXPKlMFDT,0,0,0,0,0,0,0,0,1,0,0,0
